                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                0.62839,                0.40834,                0.82612,                0.68664,                0.73827,                0.72533,                0.62141,                 0.5736,                0.44842,                 0.7795,              0.0010706,              0.0010706,              0.0010706
                    147,                0.64837,                0.41067,                0.83076,                0.68637,                0.71285,                0.71763,                0.60154,                0.65869,                0.47125,                 0.7911,              0.0010693,              0.0010693,              0.0010693
                    148,                0.67098,                0.41266,                0.83009,                0.71186,                0.72982,                0.73234,                0.60806,                0.65641,                0.47914,                0.78879,              0.0010681,              0.0010681,              0.0010681
                    149,                0.64403,                0.40432,                 0.8276,                0.71413,                0.72592,                0.72971,                0.63911,                0.52611,                0.43031,                0.78219,              0.0010669,              0.0010669,              0.0010669
                    150,                0.64856,                0.41014,                0.82101,                0.70792,                0.70758,                0.72558,                0.63206,                0.56887,                0.44358,                0.79176,              0.0010656,              0.0010656,              0.0010656
                    151,                0.62826,                0.40349,                0.82168,                0.68973,                 0.7383,                0.73217,                0.64128,                0.54229,                0.44411,                 0.7865,              0.0010644,              0.0010644,              0.0010644
                    152,                0.69015,                0.41179,                  0.821,                0.70309,                0.73155,                0.72669,                0.61532,                0.58578,                0.44834,                0.78361,              0.0010631,              0.0010631,              0.0010631
                    153,                0.67072,                0.41527,                0.81828,                0.69814,                0.72048,                 0.7316,                0.63557,                0.56695,                0.46816,                0.77962,              0.0010619,              0.0010619,              0.0010619
                    154,                0.67402,                0.43241,                0.81839,                0.70631,                0.72835,                 0.7329,                0.64001,                0.57921,                0.44895,                0.78688,              0.0010607,              0.0010607,              0.0010607
                    155,                0.70607,                0.41615,                0.81915,                0.70234,                0.72896,                0.73056,                0.64771,                 0.4938,                0.44154,                0.78433,              0.0010594,              0.0010594,              0.0010594
                    156,                0.64047,                0.41031,                0.82136,                0.70637,                0.73137,                0.72847,                0.61156,                0.71531,                0.49285,                0.79282,              0.0010582,              0.0010582,              0.0010582
                    157,                0.69242,                0.42776,                0.82146,                 0.6979,                0.73802,                0.72635,                0.64037,                0.53097,                0.48838,                0.78001,               0.001057,               0.001057,               0.001057
                    158,                0.70283,                0.42642,                0.81425,                0.70323,                 0.7285,                0.72576,                 0.5911,                 0.7668,                0.50047,                0.79106,              0.0010557,              0.0010557,              0.0010557
                    159,                0.63272,                 0.4005,                0.81891,                0.69179,                0.72939,                0.73005,                0.63875,                0.53558,                0.45501,                0.77858,              0.0010545,              0.0010545,              0.0010545
                    160,                0.64132,                 0.4154,                0.81301,                0.68905,                0.73716,                0.73118,                0.64649,                0.50593,                0.43545,                0.78453,              0.0010532,              0.0010532,              0.0010532
                    161,                0.68291,                0.41393,                0.81869,                0.68809,                0.72515,                0.73118,                0.58272,                0.76644,                 0.5238,                0.79828,               0.001052,               0.001052,               0.001052
                    162,                0.68061,                0.42038,                  0.824,                0.69878,                0.73315,                 0.7275,                0.61541,                0.60365,                0.49854,                0.78675,              0.0010508,              0.0010508,              0.0010508
                    163,                0.68874,                0.42952,                0.82237,                0.69772,                0.72411,                0.72537,                0.63435,                0.55683,                0.44432,                0.78387,              0.0010495,              0.0010495,              0.0010495
                    164,                0.65652,                0.42358,                0.82036,                0.70048,                0.73645,                0.72507,                0.61255,                0.66756,                0.47775,                0.78833,              0.0010483,              0.0010483,              0.0010483
                    165,                0.68083,                0.42368,                0.82467,                0.69396,                0.73137,                0.72554,                0.61777,                0.57913,                0.46252,                   0.79,               0.001047,               0.001047,               0.001047
                    166,                0.62807,                0.41029,                 0.8273,                 0.6761,                0.73827,                0.72936,                 0.6224,                0.59619,                0.53936,                0.79466,              0.0010458,              0.0010458,              0.0010458
                    167,                0.62502,                0.39693,                0.81205,                0.69136,                0.73446,                0.72872,                0.60059,                0.68197,                0.47737,                0.79691,              0.0010446,              0.0010446,              0.0010446
                    168,                0.64088,                0.40505,                0.81825,                0.70216,                0.72897,                0.72878,                0.64861,                 0.4863,                0.42291,                0.77841,              0.0010433,              0.0010433,              0.0010433
                    169,                0.70642,                0.40829,                0.82117,                0.71245,                0.72854,                0.73286,                0.63766,                0.59765,                0.45327,                0.78094,              0.0010421,              0.0010421,              0.0010421
                    170,                0.69849,                 0.4164,                 0.8148,                0.70514,                0.72211,                0.73182,                0.63084,                0.56134,                0.45486,                0.78814,              0.0010409,              0.0010409,              0.0010409
                    171,                0.66878,                0.39967,                 0.8136,                 0.7099,                0.73137,                0.73213,                0.63409,                0.58249,                0.48335,                0.77527,              0.0010396,              0.0010396,              0.0010396
                    172,                0.64509,                0.39894,                0.82128,                0.68509,                0.74062,                0.72703,                0.61909,                0.56423,                0.46458,                0.78134,              0.0010384,              0.0010384,              0.0010384
                    173,                0.59412,                0.38877,                0.82085,                0.69254,                0.74035,                0.73085,                0.65482,                0.54027,                0.47481,                0.77421,              0.0010372,              0.0010372,              0.0010372
                    174,                0.62231,                0.40051,                0.81786,                0.68812,                0.73016,                0.72496,                0.62888,                0.56118,                0.44326,                0.78348,              0.0010359,              0.0010359,              0.0010359
                    175,                0.62991,                0.38709,                0.81886,                0.68603,                0.73959,                0.72902,                0.64214,                0.50139,                0.44625,                0.77548,              0.0010347,              0.0010347,              0.0010347
                    176,                0.59149,                0.37749,                0.81656,                0.69839,                0.72855,                0.72608,                0.61781,                0.59164,                 0.4298,                0.78635,              0.0010334,              0.0010334,              0.0010334
                    177,                 0.6155,                0.38063,                0.82195,                0.70499,                0.72826,                0.72261,                0.64652,                0.48005,                 0.4208,                0.77833,              0.0010322,              0.0010322,              0.0010322
                    178,                0.61663,                0.39193,                0.81066,                0.70246,                0.72211,                0.72321,                0.63904,                0.52171,                 0.4508,                 0.7787,               0.001031,               0.001031,               0.001031
                    179,                0.60606,                0.39304,                0.81014,                0.70359,                0.73046,                0.72828,                0.65305,                0.50837,                0.44294,                0.77946,              0.0010297,              0.0010297,              0.0010297
                    180,                0.62043,                0.38654,                0.80898,                0.69693,                0.72885,                0.73074,                0.64039,                0.52373,                0.43649,                0.77207,              0.0010285,              0.0010285,              0.0010285
                    181,                0.63081,                0.37989,                0.81326,                0.70117,                0.71764,                0.72469,                0.61363,                0.65933,                0.47757,                0.78041,              0.0010273,              0.0010273,              0.0010273
                    182,                0.64109,                0.38257,                0.81595,                0.95445,                0.72769,                   0.98,                0.79716,                0.51885,                0.41375,                0.78026,               0.001026,               0.001026,               0.001026
                    183,                0.62501,                0.37594,                0.81733,                 0.6779,                0.73976,                0.72699,                0.63216,                0.56288,                0.42588,                0.78165,              0.0010248,              0.0010248,              0.0010248
                    184,                0.61646,                 0.3815,                0.81884,                0.68028,                0.73708,                0.72792,                0.59108,                0.75374,                0.47604,                0.79348,              0.0010235,              0.0010235,              0.0010235
                    185,                0.62285,                0.38739,                0.81366,                0.70721,                0.71086,                0.73119,                0.65752,                0.47886,                 0.4302,                0.77001,              0.0010223,              0.0010223,              0.0010223
                    186,                0.72042,                0.40634,                0.82594,                0.68868,                0.70359,                0.72929,                0.57185,                0.89585,                0.51724,                0.80247,              0.0010211,              0.0010211,              0.0010211
                    187,                0.66792,                0.40216,                0.81184,                 0.6914,                0.73559,                0.73204,                0.63365,                 0.5463,                0.42338,                0.77929,              0.0010198,              0.0010198,              0.0010198
                    188,                0.62722,                0.38012,                0.80877,                0.71642,                0.71823,                0.72979,                0.60399,                0.67382,                0.45516,                0.78139,              0.0010186,              0.0010186,              0.0010186
                    189,                0.60943,                0.37729,                0.81208,                0.69414,                0.73911,                0.73072,                0.63697,                0.52127,                0.43223,                0.78079,              0.0010173,              0.0010173,              0.0010173
                    190,                0.62057,                0.38041,                0.81886,                0.93317,                0.74062,                0.98041,                0.80681,                 0.4731,                0.41202,                0.77443,              0.0010161,              0.0010161,              0.0010161
                    191,                0.61453,                 0.3729,                 0.8066,                0.93876,                0.73137,                0.97636,                0.79213,                0.61932,                0.45816,                0.78182,              0.0010149,              0.0010149,              0.0010149
                    192,                0.63459,                0.37199,                0.81269,                0.95293,                0.73137,                0.97811,                 0.8118,                0.45714,                0.40736,                 0.7773,              0.0010136,              0.0010136,              0.0010136
                    193,                0.63434,                0.37339,                0.81678,                0.95069,                0.74036,                0.97934,                0.79154,                 0.5156,                0.40875,                0.77823,              0.0010124,              0.0010124,              0.0010124
                    194,                0.60518,                0.36122,                0.81706,                0.94861,                 0.7375,                0.97587,                 0.7819,                 0.5555,                0.42958,                0.77715,              0.0010112,              0.0010112,              0.0010112
                    195,                  0.595,                0.36544,                0.82074,                0.94396,                0.73137,                0.97696,                0.77206,                0.59153,                0.43795,                0.78282,              0.0010099,              0.0010099,              0.0010099
                    196,                0.58426,                0.36209,                0.80963,                0.95001,                0.74062,                0.98144,                0.80556,                0.49016,                0.40355,                0.77232,              0.0010087,              0.0010087,              0.0010087
                    197,                0.60185,                0.37033,                0.81549,                0.96374,                0.72828,                0.98182,                0.78881,                0.53853,                0.40773,                 0.7745,              0.0010075,              0.0010075,              0.0010075
                    198,                0.61785,                0.37455,                0.80341,                0.93234,                0.73735,                0.98134,                0.78157,                0.69383,                0.44528,                0.78435,              0.0010062,              0.0010062,              0.0010062
                    199,                0.58181,                0.35509,                0.81049,                0.95914,                0.73866,                0.98433,                0.79241,                0.52152,                0.40648,                0.77411,               0.001005,               0.001005,               0.001005
                    200,                0.62738,                0.38644,                0.81318,                 0.9493,                0.73788,                0.97837,                0.79938,                 0.4952,                0.43203,                0.77759,              0.0010037,              0.0010037,              0.0010037
                    201,                 0.6019,                0.36942,                0.81173,                0.95169,                0.74062,                0.97609,                0.80143,                0.49939,                0.42542,                0.76981,              0.0010025,              0.0010025,              0.0010025
                    202,                0.61897,                0.38376,                0.81117,                0.95868,                0.73009,                0.97316,                0.76666,                 0.6109,                 0.4443,                0.77688,              0.0010013,              0.0010013,              0.0010013
                    203,                0.61463,                0.38051,                0.81006,                0.95894,                0.73803,                0.97227,                0.80148,                0.55951,                0.42768,                 0.7799,                  0.001,                  0.001,                  0.001
                    204,                0.61365,                0.36734,                0.81447,                0.95397,                  0.738,                0.97342,                 0.7825,                0.56091,                0.42756,                0.77459,             0.00099879,             0.00099879,             0.00099879
                    205,                0.62908,                0.38583,                0.81254,                0.96606,                0.73455,                0.97565,                0.80385,                0.56877,                0.41779,                0.78238,             0.00099755,             0.00099755,             0.00099755
                    206,                0.57869,                0.36068,                0.81537,                0.94914,                0.74062,                0.97629,                0.80215,                0.57401,                0.43647,                0.77714,             0.00099631,             0.00099631,             0.00099631
                    207,                0.60228,                0.36781,                0.81332,                0.93507,                 0.7392,                0.97534,                0.78404,                0.49739,                0.44551,                0.77803,             0.00099507,             0.00099507,             0.00099507
                    208,                0.58303,                0.37574,                0.80956,                0.95496,                 0.7396,                 0.9831,                0.80966,                0.47932,                0.41444,                0.77384,             0.00099384,             0.00099384,             0.00099384
                    209,                0.60598,                0.37443,                0.81136,                  0.962,                0.72903,                0.98297,                0.80326,                0.59962,                0.42688,                0.77758,              0.0009926,              0.0009926,              0.0009926
                    210,                0.61079,                0.36817,                0.81082,                0.93726,                0.72952,                0.97995,                0.80515,                0.48243,                0.41625,                0.77593,             0.00099136,             0.00099136,             0.00099136
                    211,                0.56317,                0.36112,                0.80663,                0.94716,                0.73023,                0.97945,                0.77013,                0.49687,                0.42331,                0.77508,             0.00099013,             0.00099013,             0.00099013
                    212,                0.60364,                0.37045,                0.81273,                0.95469,                0.72109,                0.97632,                0.74871,                0.70825,                0.48626,                0.78274,             0.00098889,             0.00098889,             0.00098889
                    213,                0.56972,                0.34831,                0.80946,                0.95128,                0.73716,                0.97669,                0.77343,                0.66014,                0.44825,                0.77485,             0.00098765,             0.00098765,             0.00098765
                    214,                0.57776,                0.36375,                0.81518,                0.71356,                0.74062,                0.73148,                0.65622,                0.50779,                0.41567,                0.77722,             0.00098641,             0.00098641,             0.00098641
                    215,                0.60185,                0.36913,                  0.811,                0.94669,                0.74062,                0.97792,                0.78797,                0.54404,                0.42295,                0.77481,             0.00098518,             0.00098518,             0.00098518
                    216,                0.59701,                0.35547,                0.80991,                0.95756,                0.72052,                0.98081,                0.79805,                0.49418,                0.40508,                0.78002,             0.00098394,             0.00098394,             0.00098394
                    217,                 0.5791,                0.35907,                0.80259,                0.69721,                0.73594,                0.73012,                0.63692,                 0.5735,                0.44407,                0.77772,              0.0009827,              0.0009827,              0.0009827
                    218,                0.57745,                0.36282,                0.79919,                0.71629,                0.72211,                0.73237,                0.64471,                0.54067,                0.40793,                0.77813,             0.00098146,             0.00098146,             0.00098146
                    219,                  0.581,                0.35606,                0.81176,                0.95605,                0.73847,                0.98218,                  0.808,                0.51195,                 0.4143,                0.77385,             0.00098022,             0.00098022,             0.00098022
                    220,                0.56344,                0.36376,                0.81294,                 0.9626,                0.73137,                0.98432,                0.79031,                0.53704,                 0.4378,                0.77273,             0.00097899,             0.00097899,             0.00097899
                    221,                0.59488,                0.36302,                0.81322,                 0.9607,                0.73137,                0.98031,                0.80068,                0.51652,                0.43617,                0.77185,             0.00097775,             0.00097775,             0.00097775
                    222,                0.63591,                0.36506,                0.81418,                0.97349,                0.73709,                0.98736,                0.77575,                0.60732,                0.45187,                0.77616,             0.00097651,             0.00097651,             0.00097651
                    223,                0.61752,                0.36713,                0.80586,                0.94025,                0.74062,                0.98239,                0.80499,                0.48647,                0.41028,                0.77606,             0.00097528,             0.00097528,             0.00097528
                    224,                0.62697,                0.37361,                0.80898,                0.94609,                0.74037,                0.98556,                 0.8152,                0.47032,                0.40229,                0.77644,             0.00097404,             0.00097404,             0.00097404
                    225,                 0.6285,                0.38399,                0.80819,                0.95642,                0.73853,                0.98184,                0.80979,                0.55832,                0.41636,                0.77618,              0.0009728,              0.0009728,              0.0009728
                    226,                0.62728,                0.37742,                0.81226,                0.95718,                0.73846,                 0.9769,                0.81724,                0.51911,                0.43554,                0.77461,             0.00097156,             0.00097156,             0.00097156
                    227,                0.58181,                0.36157,                0.81205,                 0.9482,                0.73798,                0.97583,                0.81024,                0.51718,                0.42554,                 0.7735,             0.00097033,             0.00097033,             0.00097033
                    228,                0.56174,                0.34592,                0.80273,                0.95905,                0.73674,                0.97897,                0.77359,                0.58652,                0.43741,                0.77754,             0.00096909,             0.00096909,             0.00096909
                    229,                0.60286,                0.34911,                0.80388,                0.95161,                0.73861,                0.98132,                0.80047,                0.48901,                0.40796,                0.77184,             0.00096785,             0.00096785,             0.00096785
                    230,                0.62428,                0.36122,                0.80993,                0.95022,                0.74062,                0.97932,                0.81622,                0.51793,                0.40517,                0.77565,             0.00096661,             0.00096661,             0.00096661
                    231,                0.57574,                0.34293,                0.80703,                0.95219,                0.73728,                0.97869,                0.78418,                 0.6811,                 0.4525,                0.77824,             0.00096537,             0.00096537,             0.00096537
                    232,                0.56927,                0.33979,                0.80733,                 0.9553,                0.74062,                0.97975,                0.81667,                0.53461,                 0.4062,                0.77255,             0.00096414,             0.00096414,             0.00096414
                    233,                0.56204,                0.34182,                0.80683,                0.95883,                0.74052,                0.98304,                0.79959,                0.50483,                0.38953,                0.77413,              0.0009629,              0.0009629,              0.0009629
                    234,                0.57647,                0.34378,                0.80535,                0.95959,                  0.739,                0.98081,                0.80488,                0.55953,                0.41532,                0.78306,             0.00096166,             0.00096166,             0.00096166
                    235,                0.55894,                0.34641,                 0.8065,                0.96535,                 0.7287,                0.97969,                0.80179,                0.65425,                0.43635,                0.77771,             0.00096043,             0.00096043,             0.00096043
                    236,                 0.6229,                0.35322,                0.80518,                0.95982,                0.73253,                0.98512,                0.83212,                0.49251,                0.40466,                0.77184,             0.00095919,             0.00095919,             0.00095919
                    237,                 0.5807,                0.35028,                 0.8174,                0.95502,                0.72006,                0.98372,                 0.8021,                0.61556,                0.42169,                0.78119,             0.00095795,             0.00095795,             0.00095795
                    238,                0.60203,                0.35828,                0.81188,                0.95929,                0.73137,                 0.9817,                0.82569,                0.54434,                0.41645,                 0.7797,             0.00095671,             0.00095671,             0.00095671
                    239,                0.59312,                0.34899,                0.80778,                0.95904,                0.73847,                0.98046,                0.79518,                0.49998,                0.41548,                0.77858,             0.00095548,             0.00095548,             0.00095548
                    240,                0.56679,                0.34276,                0.80646,                0.95133,                0.74006,                  0.983,                0.83647,                0.48117,                0.40203,                0.77187,             0.00095424,             0.00095424,             0.00095424
                    241,                0.56705,                0.35411,                 0.8105,                0.96305,                0.73862,                0.98195,                 0.7959,                0.65253,                0.45054,                0.78031,               0.000953,               0.000953,               0.000953
                    242,                0.57232,                0.34441,                 0.8026,                0.96006,                0.73836,                0.98097,                0.79244,                0.53198,                0.41153,                0.77057,             0.00095176,             0.00095176,             0.00095176
                    243,                0.58953,                0.34924,                0.81116,                0.95896,                 0.7385,                  0.981,                0.81198,                 0.5267,                0.40629,                0.77184,             0.00095053,             0.00095053,             0.00095053
                    244,                0.58103,                0.34787,                0.80259,                0.95874,                0.72491,                0.98067,                0.80432,                 0.5864,                0.44307,                0.77483,             0.00094929,             0.00094929,             0.00094929
                    245,                0.58204,                0.33999,                0.80836,                0.95431,                0.73911,                0.98083,                0.79458,                0.65432,                0.45786,                 0.7783,             0.00094805,             0.00094805,             0.00094805
                    246,                0.64035,                0.35903,                0.80015,                0.95925,                 0.7404,                0.98018,                0.82564,                0.49156,                0.40656,                0.77356,             0.00094681,             0.00094681,             0.00094681
                    247,                0.73746,                0.38015,                0.81601,                0.95047,                0.74058,                0.98017,                0.81956,                0.60805,                0.44909,                0.77538,             0.00094558,             0.00094558,             0.00094558
                    248,                0.63208,                0.36322,                0.80011,                0.93933,                0.72693,                0.98029,                 0.8261,                0.50585,                0.41025,                0.77138,             0.00094434,             0.00094434,             0.00094434
                    249,                0.61968,                0.35756,                0.80513,                0.96605,                0.70855,                0.97811,                0.80358,                0.57843,                0.42701,                0.77533,              0.0009431,              0.0009431,              0.0009431
                    250,                0.59751,                0.35566,                0.80005,                0.63301,                      1,                0.97895,                0.81411,                0.47135,                0.40446,                0.76948,             0.00094186,             0.00094186,             0.00094186
                    251,                0.60014,                0.35046,                0.80712,                0.96159,                0.71375,                0.98077,                0.80871,                0.56755,                0.40892,                0.77484,             0.00094062,             0.00094062,             0.00094062
                    252,                0.57871,                0.34009,                0.80996,                 0.9483,                 0.7177,                0.97835,                0.82895,                0.43924,                 0.4023,                 0.7694,             0.00093939,             0.00093939,             0.00093939
                    253,                0.58886,                0.34462,                0.80383,                0.94108,                0.72973,                0.97731,                0.80095,                0.57743,                0.42308,                0.77611,             0.00093815,             0.00093815,             0.00093815
                    254,                0.54404,                0.34229,                0.80911,                0.94302,                0.73878,                0.97835,                0.80613,                0.54316,                0.42017,                0.76992,             0.00093691,             0.00093691,             0.00093691
                    255,                0.55063,                0.33759,                0.80329,                0.95518,                0.73895,                0.97938,                0.82611,                0.48341,                0.40119,                0.76955,             0.00093567,             0.00093567,             0.00093567
                    256,                0.56093,                0.33399,                0.80638,                0.97402,                0.71634,                0.98215,                0.82507,                  0.486,                0.39666,                0.76778,             0.00093444,             0.00093444,             0.00093444
                    257,                 0.5387,                0.32588,                0.80913,                0.95645,                0.73684,                0.98019,                0.80101,                0.62601,                0.42679,                0.77322,              0.0009332,              0.0009332,              0.0009332
                    258,                0.55429,                0.32871,                0.80074,                0.95922,                0.73854,                0.98024,                0.82866,                0.59871,                0.42671,                0.77141,             0.00093196,             0.00093196,             0.00093196
                    259,                0.54698,                0.33219,                0.80806,                0.97128,                0.72237,                0.98191,                0.81599,                0.57467,                0.40845,                0.77202,             0.00093073,             0.00093073,             0.00093073
                    260,                0.56742,                0.33682,                0.80124,                0.95133,                0.74062,                 0.9808,                0.79746,                0.66807,                 0.4426,                0.77577,             0.00092949,             0.00092949,             0.00092949
                    261,                0.59909,                0.34756,                 0.8036,                0.95848,                0.73827,                0.97913,                 0.8337,                0.44329,                0.40081,                0.76612,             0.00092825,             0.00092825,             0.00092825
                    262,                0.61019,                0.34931,                0.80812,                0.94948,                0.73702,                0.97872,                0.79538,                0.54496,                0.43116,                0.77368,             0.00092701,             0.00092701,             0.00092701
                    263,                0.57463,                0.34471,                0.80572,                0.94231,                0.74062,                0.97622,                0.79216,                0.49004,                0.40991,                0.76989,             0.00092577,             0.00092577,             0.00092577
                    264,                 0.5703,                0.33618,                0.80398,                0.94591,                0.74062,                0.97464,                 0.8072,                0.51673,                0.40412,                0.77487,             0.00092454,             0.00092454,             0.00092454
                    265,                0.56028,                0.33535,                0.81098,                0.95257,                0.73933,                0.97533,                0.78007,                0.66287,                0.43187,                0.77911,              0.0009233,              0.0009233,              0.0009233
                    266,                0.54647,                0.33028,                0.80403,                0.95862,                0.73999,                0.97692,                 0.7989,                0.58238,                0.41064,                0.77569,             0.00092206,             0.00092206,             0.00092206
                    267,                0.55725,                0.33784,                0.80506,                 0.6411,                      1,                0.98091,                0.81277,                 0.5429,                0.39371,                0.77279,             0.00092083,             0.00092083,             0.00092083
                    268,                0.56121,                 0.3346,                0.80139,                0.96454,                0.73838,                0.98731,                0.80952,                0.46031,                0.39528,                0.77099,             0.00091959,             0.00091959,             0.00091959
                    269,                0.55188,                0.33621,                0.80002,                0.95417,                0.74062,                0.97559,                0.85127,                0.48606,                0.41391,                0.77162,             0.00091835,             0.00091835,             0.00091835
                    270,                 0.5802,                0.34334,                 0.8059,                0.95125,                0.74062,                 0.9748,                0.78975,                 0.6587,                0.44837,                0.77504,             0.00091711,             0.00091711,             0.00091711
                    271,                0.57558,                0.33567,                0.80244,                0.94994,                0.73484,                0.97712,                0.82132,                 0.4564,                0.38586,                0.76869,             0.00091588,             0.00091588,             0.00091588
                    272,                0.57844,                0.33114,                0.79673,                0.94334,                 0.7286,                0.97821,                0.81403,                0.52452,                0.40338,                0.77352,             0.00091464,             0.00091464,             0.00091464
                    273,                0.57615,                0.33189,                0.80099,                  0.978,                 0.7241,                0.98125,                0.80623,                0.46181,                0.39688,                0.76738,              0.0009134,              0.0009134,              0.0009134
                    274,                0.54949,                0.33202,                0.80052,                0.95133,                0.74062,                0.98117,                0.80203,                0.47235,                0.38968,                0.76725,             0.00091216,             0.00091216,             0.00091216
                    275,                0.55585,                0.33634,                0.80798,                 0.9503,                0.74028,                0.98134,                0.78726,                0.54116,                0.39631,                0.76795,             0.00091092,             0.00091092,             0.00091092
                    276,                0.54708,                0.33332,                0.80364,                0.96413,                0.74058,                0.98336,                0.80457,                0.63379,                0.42854,                0.77636,             0.00090969,             0.00090969,             0.00090969
                    277,                0.58531,                0.34455,                0.80457,                0.95534,                0.73047,                0.98239,                0.81121,                0.46595,                0.39769,                0.76926,             0.00090845,             0.00090845,             0.00090845
                    278,                0.59078,                0.34154,                0.80038,                0.96761,                0.72951,                0.98279,                0.75095,                0.85696,                0.48965,                0.78517,             0.00090721,             0.00090721,             0.00090721
                    279,                0.62658,                0.35548,                0.80983,                0.96336,                0.72842,                0.98283,                0.82253,                0.46836,                0.40658,                0.76635,             0.00090597,             0.00090597,             0.00090597
                    280,                0.60852,                0.34526,                0.79968,                0.97319,                0.73251,                0.98318,                0.77273,                0.59747,                0.41705,                0.77058,             0.00090474,             0.00090474,             0.00090474
                    281,                0.57855,                0.33574,                0.80265,                0.62321,                      1,                0.98365,                 0.7957,                0.51038,                0.39602,                0.77092,              0.0009035,              0.0009035,              0.0009035
                    282,                0.57434,                0.33201,                0.79573,                0.96426,                0.73758,                0.98985,                0.82728,                0.54673,                0.39731,                0.76982,             0.00090226,             0.00090226,             0.00090226
                    283,                 0.5756,                0.33991,                 0.7936,                0.95674,                0.73946,                0.98607,                0.81927,                0.44249,                0.37356,                0.76633,             0.00090103,             0.00090103,             0.00090103
                    284,                0.57203,                0.33681,                0.80325,                0.65707,                0.99375,                0.98013,                0.80159,                0.47562,                0.40898,                0.76809,             0.00089979,             0.00089979,             0.00089979
                    285,                 0.5534,                0.32742,                0.80138,                0.95975,                  0.739,                0.98498,                0.80025,                 0.5268,                0.40361,                0.76987,             0.00089855,             0.00089855,             0.00089855
                    286,                0.54498,                0.32176,                0.80047,                0.95829,                0.72759,                0.98652,                 0.8287,                0.50037,                0.39165,                0.76701,             0.00089731,             0.00089731,             0.00089731
                    287,                0.54846,                0.32706,                0.79785,                0.95881,                0.72836,                0.98429,                0.82813,                  0.507,                0.39713,                 0.7713,             0.00089607,             0.00089607,             0.00089607
                    288,                 0.5599,                0.33618,                0.80278,                0.94611,                0.73137,                0.98176,                0.81171,                0.59789,                0.40735,                0.76929,             0.00089484,             0.00089484,             0.00089484
                    289,                0.54859,                0.32579,                0.80661,                0.94747,                0.73929,                0.97924,                0.77975,                0.72944,                0.44577,                0.78799,              0.0008936,              0.0008936,              0.0008936
                    290,                0.54023,                0.32151,                0.80394,                0.97415,                0.73137,                0.98964,                0.83707,                0.46802,                0.37802,                0.76534,             0.00089236,             0.00089236,             0.00089236
                    291,                0.57565,                0.33932,                 0.8108,                0.97531,                0.72612,                0.98559,                0.80827,                0.59209,                0.42493,                0.77772,             0.00089112,             0.00089112,             0.00089112
                    292,                0.53765,                0.33474,                0.80042,                0.94335,                0.73026,                0.98106,                 0.7853,                0.54991,                0.39862,                0.76679,             0.00088989,             0.00088989,             0.00088989
                    293,                0.53495,                0.32601,                0.79697,                0.95819,                0.73137,                0.98463,                0.82085,                0.55588,                0.39431,                0.77458,             0.00088865,             0.00088865,             0.00088865
                    294,                 0.5705,                0.34552,                0.80359,                0.61126,                      1,                0.98423,                0.83754,                0.48399,                0.40648,                0.76481,             0.00088741,             0.00088741,             0.00088741
                    295,                0.57196,                0.34109,                 0.8029,                0.67028,                0.99687,                0.98165,                0.79886,                0.51791,                0.42728,                0.76705,             0.00088618,             0.00088618,             0.00088618
                    296,                0.54287,                0.32674,                0.80792,                0.68572,                 0.6918,                0.72429,                0.59216,                0.75413,                0.91506,                0.79654,             0.00088494,             0.00088494,             0.00088494
                    297,                0.55211,                0.32074,                0.80577,                0.94653,                0.73802,                0.97743,                0.78933,                0.49832,                0.39921,                0.76921,              0.0008837,              0.0008837,              0.0008837
                    298,                0.60531,                0.34589,                0.80174,                0.95869,                0.72906,                0.98034,                0.77301,                0.59261,                0.40546,                0.77161,             0.00088246,             0.00088246,             0.00088246
                    299,                0.59701,                0.33971,                0.79902,                0.96916,                0.72859,                0.98463,                0.78022,                0.54861,                0.39912,                0.76901,             0.00088122,             0.00088122,             0.00088122
                    300,                0.53506,                0.33592,                0.80097,                0.97267,                0.72852,                0.98693,                0.79799,                0.52912,                0.40627,                0.76834,             0.00087999,             0.00087999,             0.00087999
                    301,                0.54445,                0.32695,                0.80615,                0.65263,                      1,                0.98333,                0.78416,                0.61296,                0.40861,                0.77414,             0.00087875,             0.00087875,             0.00087875
                    302,                0.54859,                0.32233,                0.79945,                0.96819,                0.72955,                0.98549,                0.80864,                0.46664,                0.38714,                 0.7698,             0.00087751,             0.00087751,             0.00087751
                    303,                0.56703,                0.33565,                0.80335,                0.94625,                0.74062,                 0.9852,                0.81413,                0.53495,                0.41126,                0.77569,             0.00087628,             0.00087628,             0.00087628
                    304,                0.55309,                0.33655,                0.80322,                0.94898,                0.74062,                0.98164,                0.83392,                0.58861,                0.43389,                0.77038,             0.00087504,             0.00087504,             0.00087504
                    305,                0.57137,                0.33829,                0.79939,                0.95115,                0.73941,                0.98552,                0.81764,                0.53365,                 0.4053,                0.77415,              0.0008738,              0.0008738,              0.0008738
                    306,                0.56319,                0.32933,                0.79993,                0.97598,                0.72211,                0.98173,                0.83232,                 0.4732,                0.39873,                0.77448,             0.00087256,             0.00087256,             0.00087256
                    307,                0.52511,                0.30992,                0.80384,                0.97667,                0.73897,                0.98723,                0.82646,                0.50905,                0.39068,                0.77013,             0.00087132,             0.00087132,             0.00087132
